esco_label,esco_key,isco_4_label,isco_4_key,isco_3_label,isco_3_key,isco_2_label,isco_2_key,isco_1_label,isco_1_key
public finance accountant,78db356f-a96a-4456-ab29-2de62e52f830,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
cost analyst,84871c2a-abd1-45eb-b03a-65e51a26fd84,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
grants management officer,89330b57-6a30-40e1-b623-50f47a4b0c34,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
financial fraud examiner,a04eedcf-8424-475a-8dc5-f30a9da4b151,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
accounting analyst,caafca69-9faa-4850-8930-a3fa07fea4e6,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
audit supervisor,cd4f41a5-87a6-4b3c-8ee3-14e6f457c365,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
bankruptcy trustee,d9723f33-7faf-4f8a-8a98-6b02d1e10f2b,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
dividend analyst,dfa51b4d-0929-4885-b682-29e375c6b52c,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
accountant,eda0d957-3c3c-4139-b89a-a18bc9e18897,Accountants,2411,Finance professionals,241,Business and administration professionals,24,Professionals,2
investment manager,0ecedad1-1144-45ff-83db-a3c4db393036,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
financial planner,21de0f3b-a71a-4263-a9ba-90c5f3721b4d,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
corporate investment banker,244a79eb-122b-4bee-8065-b4c39efce4ff,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
investment adviser,38d9c76b-1a7b-4d65-879b-733ae7e9364e,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
economic policy officer,394a4bdd-7032-4d87-89a2-9d937cebdd09,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
investor relations manager,4c715719-3c3f-4058-ba00-9b2ef34848e8,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
public funding advisor,4ed22a87-8478-4731-be11-5942eacb2e16,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
business valuer,50760da6-abc3-424c-b159-8ddf0818e016,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
venture capitalist,659b0ffd-337c-4a1f-82e3-2730812279de,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
personal trust officer,7284ccbf-e2fd-4e2f-8bbf-bc54eab610d5,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
investment fund management assistant,934c3572-37f4-4cdd-a4a4-017f5f7809e4,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
risk manager,b09acdda-6680-49d1-a411-129610ee3bc0,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
investment fund manager,b95bdbed-1e7e-482a-aa73-7bdbb3e36358,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
corporate banking manager,d2d451cc-e839-4192-be54-d7724814aa03,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
relationship banking manager,d96de969-d43d-4082-8559-7fc35484a217,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
programme funding manager,de99886e-59e3-432d-ba53-9652dbe378d6,Financial and investment advisers,2412,Finance professionals,241,Business and administration professionals,24,Professionals,2
securities analyst,076d23f3-a689-4f1a-8b55-ae870c9aaa85,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
mergers and acquisitions analyst,18d2b37a-9c31-4393-833e-bc2f7b1ce52a,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
insurance rating analyst,1e331638-3f66-4641-9c49-56a94235f94c,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
middle office analyst,276a4ff1-a67c-4677-9f20-dc85f1060e1b,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
financial risk analyst,7a6ca615-a2bc-499d-8288-d186ce2594ea,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
financial analyst,8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
investment analyst,b7f47c25-bdf3-42fa-a68e-ad32754b2dba,Financial analysts,2413,Finance professionals,241,Business and administration professionals,24,Professionals,2
business intelligence manager,207d7b18-6540-432e-8aa6-785ed434572f,Management and organisation analysts,2421,Administration professionals,242,Business and administration professionals,24,Professionals,2
manufacturing cost estimator,219d1c30-3849-4de3-b0d6-07da187b6521,Management and organisation analysts,2421,Administration professionals,242,Business and administration professionals,24,Professionals,2
business analyst,60082a99-d8ef-4e84-9290-78902681b6ed,Management and organisation analysts,2421,Administration professionals,242,Business and administration professionals,24,Professionals,2
business consultant,6a29d804-f775-446c-bec7-35fc4e28ac97,Management and organisation analysts,2421,Administration professionals,242,Business and administration professionals,24,Professionals,2
housing policy officer,01205776-db8d-4588-a6a6-56d0b9c660a9,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
social service consultant,1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
regional development policy officer,2808c7ec-cdb1-4b48-8429-e160a418ed0c,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
competition policy officer,3826cb92-27f5-40ac-8dad-70af5abd6036,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
community development officer,39e9fc8f-02bd-4577-b603-2dc96204ce74,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
humanitarian advisor,3fa31588-2e4d-49c3-b839-4b615cc62742,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
intelligence officer,4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
fiscal affairs policy officer,50e00fda-ac7c-4bc5-9f19-69a33ff3d6e7,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
legal policy officer,5d601b40-7e0e-404e-bbff-bb98e147437c,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
cultural policy officer,5fe1b340-9b02-4c40-bbc9-ffd4d5fb5699,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
healthcare consultant,61053604-8091-4a8e-9c63-5151051722e3,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
government planning inspector,643a2225-6a01-4899-81b0-e867ca09b9c9,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
employment programme coordinator,65fb0b53-b8c4-4839-b099-c80b6de5a158,Policy administration professionals,2422,Administration professionals,242,Business and administration professionals,24,Professionals,2
